,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
56,East Melbourne,2,u,810000.0,S,Biggin,13/05/2017,1.5,3002.0,2.0,1.0,1.0,944.0,,,Melbourne,-37.8144,144.9896,Northern Metropolitan,3040.0
57,East Melbourne,3,h,3520000.0,S,Jellis,4/06/2016,1.5,3002.0,2.0,2.0,3.0,364.0,,,Melbourne,-37.8127,144.9861,Northern Metropolitan,3040.0
58,East Melbourne,2,h,4525000.0,S,Caine,3/12/2016,1.5,3002.0,2.0,2.0,1.0,220.0,279.0,,Melbourne,-37.8181,144.9879,Northern Metropolitan,3040.0
59,East Melbourne,2,u,885000.0,S,Woodards,24/06/2017,1.3,3002.0,2.0,1.0,1.0,1489.0,,,Melbourne,-37.81525,144.98678,Northern Metropolitan,3040.0
60,East Melbourne,2,t,1350000.0,S,Caine,17/06/2017,1.3,3002.0,2.0,2.0,1.0,87.0,115.0,2005.0,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040.0
61,East Melbourne,3,h,1875000.0,PI,Jellis,17/06/2017,1.3,3002.0,3.0,1.0,0.0,118.0,177.0,1890.0,Melbourne,-37.81351,144.98803999999996,Northern Metropolitan,3040.0
62,East Melbourne,4,h,4275000.0,S,Caine,20/05/2017,1.5,3002.0,4.0,2.0,2.0,326.0,,1970.0,Melbourne,-37.8133,144.9865,Northern Metropolitan,3040.0
63,East Melbourne,2,u,1400000.0,S,Caine,8/10/2016,1.5,3002.0,2.0,2.0,1.0,0.0,,,Melbourne,-37.8118,144.9762,Northern Metropolitan,3040.0
64,East Melbourne,2,u,872000.0,S,Dingle,28/05/2016,1.5,3002.0,0.0,0.0,0.0,0.0,,,Melbourne,-37.8154,144.9851,Northern Metropolitan,3040.0
65,East Melbourne,2,u,740000.0,SP,Woodards,8/10/2016,1.5,3002.0,2.0,0.0,0.0,0.0,,,Melbourne,-37.8177,144.9801,Northern Metropolitan,3040.0
66,East Melbourne,2,u,765000.0,SP,Woodards,28/08/2016,1.5,3002.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8177,144.9801,Northern Metropolitan,3040.0
67,East Melbourne,1,u,895000.0,S,Kay,22/07/2017,1.3,3002.0,1.0,1.0,1.0,0.0,60.0,1990.0,Melbourne,-37.81177,144.97617,Northern Metropolitan,3040.0
68,West Melbourne,2,t,1055000.0,S,Jellis,8/10/2016,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230.0
69,West Melbourne,3,u,660000.0,PI,hockingstuart,7/05/2016,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0
70,West Melbourne,1,u,550000.0,S,Nelson,7/05/2016,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
71,West Melbourne,2,t,800000.0,VB,Nelson,6/08/2016,1.9,3003.0,2.0,2.0,2.0,54.0,89.0,2006.0,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230.0
72,West Melbourne,3,h,2370000.0,S,Alexkarbon,4/06/2016,1.9,3003.0,3.0,3.0,2.0,265.0,280.0,1880.0,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230.0
73,West Melbourne,1,u,460000.0,PI,Nelson,4/06/2016,1.9,3003.0,1.0,1.0,1.0,0.0,52.0,2000.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
74,West Melbourne,2,u,510000.0,S,McGrath,8/07/2017,3.1,3003.0,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne,-37.80473,144.9435,Northern Metropolitan,2230.0
75,West Melbourne,2,u,670000.0,S,MICM,8/07/2017,3.1,3003.0,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230.0
76,West Melbourne,3,h,1260000.0,S,Alexkarbon,4/06/2016,1.9,3003.0,2.0,3.0,2.0,506.0,195.0,2000.0,Melbourne,-37.805,144.9448,Northern Metropolitan,2230.0
77,West Melbourne,3,u,650000.0,S,MICM,3/12/2016,1.9,3003.0,3.0,2.0,1.0,0.0,,,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230.0
78,West Melbourne,3,t,1010000.0,S,Jellis,3/09/2016,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230.0
79,West Melbourne,2,u,660000.0,PI,Nelson,27/05/2017,3.1,3003.0,2.0,1.0,1.0,0.0,91.0,1993.0,Melbourne,-37.80848,144.9437,Northern Metropolitan,2230.0
80,West Melbourne,3,h,1370000.0,S,Jellis,24/06/2017,3.1,3003.0,3.0,1.0,0.0,121.0,,,Melbourne,-37.80973,144.9472,Northern Metropolitan,2230.0
81,West Melbourne,3,h,1460000.0,S,Cayzer,3/09/2017,3.1,3003.0,3.0,1.0,1.0,219.0,,,Melbourne,-37.80557,144.94648999999995,Northern Metropolitan,2230.0
82,West Melbourne,2,u,792000.0,S,Nardella,3/06/2017,3.1,3003.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.80823,144.95452,Northern Metropolitan,2230.0
83,West Melbourne,1,u,295000.0,SP,Alexkarbon,29/04/2017,1.9,3003.0,1.0,1.0,1.0,0.0,,2013.0,Melbourne,-37.8084,144.9473,Northern Metropolitan,2230.0
84,West Melbourne,2,h,1053000.0,S,Purplebricks,22/04/2017,1.9,3003.0,2.0,1.0,0.0,147.0,,1880.0,Melbourne,-37.8059,144.9459,Northern Metropolitan,2230.0
85,West Melbourne,3,t,1171000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,3.0,2.0,1.0,650.0,,,Melbourne,-37.8098,144.9448,Northern Metropolitan,2230.0
86,West Melbourne,2,t,1013000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230.0
87,West Melbourne,3,h,1750000.0,S,Woodards,13/05/2017,1.9,3003.0,3.0,1.0,1.0,160.0,,1870.0,Melbourne,-37.8082,144.9451,Northern Metropolitan,2230.0
88,West Melbourne,3,u,995000.0,S,Alexkarbon,18/03/2017,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230.0
89,West Melbourne,3,t,1130000.0,PI,Caine,18/06/2016,1.9,3003.0,3.0,2.0,2.0,116.0,,2002.0,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230.0
90,West Melbourne,3,t,1500000.0,SP,Joseph,16/09/2017,3.1,3003.0,3.0,2.0,1.0,862.0,209.0,1920.0,Melbourne,-37.80947000000001,144.94473,Northern Metropolitan,2230.0
91,West Melbourne,3,t,1120000.0,S,Jellis,25/02/2017,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230.0
92,West Melbourne,1,u,443000.0,S,Nelson,24/09/2016,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,Melbourne,-37.806,144.942,Northern Metropolitan,2230.0
93,West Melbourne,1,u,380000.0,SP,MICM,15/07/2017,3.1,3003.0,1.0,1.0,0.0,68.0,,,Melbourne,-37.81096,144.95147,Northern Metropolitan,2230.0
94,West Melbourne,3,u,601000.0,S,MICM,30/07/2016,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0
95,West Melbourne,4,h,1900000.0,VB,Whiting,15/07/2017,3.1,3003.0,4.0,1.0,2.0,168.0,,,Melbourne,-37.80884,144.95291,Northern Metropolitan,2230.0
96,West Melbourne,2,u,620000.0,S,Jellis,28/05/2016,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230.0
97,West Melbourne,1,u,482000.0,SP,Nelson,26/07/2016,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
98,West Melbourne,4,h,2100000.0,S,Brad,28/05/2016,1.9,3003.0,4.0,1.0,0.0,440.0,,,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230.0
99,Southbank,2,u,430000.0,PI,Dingle,12/11/2016,1.2,3006.0,2.0,2.0,0.0,2295.0,,2014.0,Melbourne,-37.8256,144.9622,Southern Metropolitan,8400.0
100,Southbank,4,u,1250000.0,S,Kay,12/11/2016,1.2,3006.0,4.0,3.0,1.0,0.0,176.0,2000.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400.0
101,Southbank,3,h,1220000.0,S,Greg,12/11/2016,1.2,3006.0,3.0,1.0,1.0,0.0,,,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400.0
102,Southbank,2,u,592500.0,S,Ray,7/05/2016,1.2,3006.0,2.0,2.0,1.0,0.0,100.0,2000.0,Melbourne,-37.8227,144.9664,Southern Metropolitan,8400.0
103,Southbank,1,u,422500.0,PI,Dingle,17/06/2017,0.7,3006.0,1.0,1.0,1.0,3878.0,,2012.0,Melbourne,-37.82548,144.96648000000005,Southern Metropolitan,8400.0
104,Southbank,2,u,642500.0,S,Greg,17/06/2017,0.7,3006.0,2.0,1.0,1.0,8888.0,77.0,1994.0,Melbourne,-37.82481,144.96669,Southern Metropolitan,8400.0
105,Southbank,1,u,480000.0,VB,Greg,14/05/2016,1.2,3006.0,1.0,1.0,1.0,3878.0,,2012.0,Melbourne,-37.8255,144.9665,Southern Metropolitan,8400.0
106,Southbank,1,u,455000.0,S,Greg,11/02/2017,1.2,3006.0,1.0,1.0,0.0,760.0,70.0,2007.0,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400.0
107,Southbank,2,u,485000.0,PI,Dingle,10/09/2016,1.2,3006.0,2.0,1.0,1.0,2121.0,,2013.0,Melbourne,-37.8295,144.9692,Southern Metropolitan,8400.0
108,Southbank,2,u,600000.0,S,Greg,7/11/2016,1.2,3006.0,2.0,2.0,1.0,0.0,99.0,1995.0,Melbourne,-37.828,144.9683,Southern Metropolitan,8400.0
109,Southbank,2,u,623000.0,S,Cayzer,7/05/2016,1.2,3006.0,2.0,1.0,1.0,0.0,,1995.0,Melbourne,-37.828,144.9683,Southern Metropolitan,8400.0
110,Southbank,2,u,590000.0,S,Marshall,4/06/2016,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400.0
111,Southbank,2,u,650000.0,VB,Marshall,6/08/2016,1.2,3006.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne,-37.8273,144.9556,Southern Metropolitan,8400.0
112,Southbank,2,u,530000.0,VB,Greg,4/06/2016,1.2,3006.0,2.0,1.0,1.0,0.0,84.0,2003.0,Melbourne,-37.8246,144.9632,Southern Metropolitan,8400.0
113,Southbank,1,u,425000.0,VB,Greg,16/04/2016,1.2,3006.0,1.0,1.0,1.0,0.0,57.0,2004.0,Melbourne,-37.8245,144.9622,Southern Metropolitan,8400.0
114,Southbank,3,u,868000.0,SP,Greg,4/06/2016,1.2,3006.0,3.0,2.0,1.0,0.0,114.0,1995.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400.0
115,Southbank,1,u,385500.0,S,LITTLE,4/03/2017,1.2,3006.0,1.0,1.0,1.0,1826.0,,2010.0,Melbourne,-37.8301,144.9697,Southern Metropolitan,8400.0
116,Southbank,3,u,720000.0,S,VICPROP,3/09/2016,1.2,3006.0,3.0,1.0,1.0,0.0,106.0,1993.0,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400.0
117,Southbank,2,u,590000.0,PI,MICM,3/06/2017,0.7,3006.0,2.0,2.0,1.0,0.0,,2009.0,Melbourne,-37.82586,144.957,Southern Metropolitan,8400.0
118,Southbank,1,u,422000.0,S,MICM,3/06/2017,0.7,3006.0,1.0,1.0,1.0,63.0,51.0,2010.0,Melbourne,-37.83014,144.96967,Southern Metropolitan,8400.0
119,Southbank,2,u,580000.0,SA,William,13/05/2017,1.2,3006.0,2.0,1.0,1.0,0.0,70.0,1994.0,Melbourne,-37.8248,144.9667,Southern Metropolitan,8400.0
120,Southbank,2,u,580000.0,VB,MICM,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,79.0,1995.0,Melbourne,-37.8273,144.9685,Southern Metropolitan,8400.0
121,Southbank,2,u,595000.0,S,RT,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,1998.0,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400.0
122,Southbank,2,u,505000.0,S,Dixon,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.8242,144.9626,Southern Metropolitan,8400.0
123,Southbank,4,u,990000.0,S,Ray,7/05/2016,1.2,3006.0,4.0,3.0,1.0,0.0,172.0,1995.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400.0
124,Southbank,2,h,815000.0,SP,Cayzer,16/07/2016,1.2,3006.0,2.0,1.0,0.0,0.0,,,Melbourne,-37.8297,144.9499,Southern Metropolitan,8400.0
125,Southbank,2,u,569000.0,S,MICM,11/03/2017,1.2,3006.0,2.0,2.0,1.0,3878.0,,2012.0,Melbourne,-37.8255,144.9665,Southern Metropolitan,8400.0
126,Southbank,3,u,740000.0,VB,Greg,16/07/2016,1.2,3006.0,3.0,2.0,1.0,0.0,105.0,1994.0,Port Phillip,-37.828,144.9683,Southern Metropolitan,8400.0
127,Southbank,2,u,625000.0,S,hockingstuart,12/08/2017,0.7,3006.0,2.0,1.0,1.0,0.0,88.0,,Melbourne,-37.8281,144.96627,Southern Metropolitan,8400.0
128,Southbank,2,u,580000.0,VB,Whiting,18/03/2017,1.2,3006.0,2.0,1.0,1.0,0.0,,2010.0,Melbourne,-37.8226,144.9667,Southern Metropolitan,8400.0
129,Southbank,3,h,700000.0,VB,Cayzer,18/06/2016,1.2,3006.0,3.0,1.0,0.0,199.0,,1947.0,Melbourne,-37.8299,144.9496,Southern Metropolitan,8400.0
130,Southbank,2,u,660000.0,S,RT,19/11/2016,1.2,3006.0,2.0,1.0,1.0,0.0,77.0,2000.0,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400.0
131,Southbank,2,u,622500.0,S,hockingstuart,22/05/2016,1.2,3006.0,2.0,2.0,1.0,2955.0,67.0,2013.0,Melbourne,-37.8299,144.9679,Southern Metropolitan,8400.0
132,Southbank,2,u,690000.0,S,Greg,23/04/2016,1.2,3006.0,2.0,3.0,1.0,0.0,,2013.0,Melbourne,-37.8295,144.9692,Southern Metropolitan,8400.0
133,Southbank,2,u,600000.0,S,hockingstuart,27/05/2017,0.7,3006.0,2.0,1.0,1.0,0.0,78.0,,Melbourne,-37.8281,144.96627,Southern Metropolitan,8400.0
134,Southbank,2,u,600000.0,VB,hockingstuart,27/05/2017,0.7,3006.0,2.0,1.0,1.0,3634.0,80.0,1993.0,Melbourne,-37.8281,144.96627,Southern Metropolitan,8400.0
135,Southbank,2,u,732000.0,S,Harcourts,29/07/2017,0.7,3006.0,2.0,1.0,0.0,3901.0,,1996.0,Melbourne,-37.82618,144.96891000000005,Southern Metropolitan,8400.0
136,Southbank,2,u,800000.0,PI,Marshall,24/09/2016,1.2,3006.0,2.0,2.0,2.0,0.0,73.0,2014.0,Melbourne,-37.8229,144.9612,Southern Metropolitan,8400.0
137,Southbank,2,u,540000.0,S,Dingle,24/09/2016,1.2,3006.0,2.0,2.0,1.0,0.0,93.0,1994.0,Melbourne,-37.822,144.9637,Southern Metropolitan,8400.0
138,Southbank,1,u,370000.0,VB,Dingle,30/07/2016,1.2,3006.0,1.0,1.0,1.0,546.0,51.0,2000.0,Melbourne,-37.8274,144.9587,Southern Metropolitan,8400.0
139,Southbank,3,u,720000.0,VB,VICPROP,30/07/2016,1.2,3006.0,3.0,2.0,1.0,0.0,112.0,,Melbourne,-37.8273,144.9685,Southern Metropolitan,8400.0
140,Docklands,2,u,800000.0,VB,RT,27/06/2016,1.9,3008.0,2.0,2.0,2.0,0.0,128.0,,Melbourne,-37.8249,144.9476,Southern Metropolitan,4707.0
141,Docklands,4,t,1370000.0,S,Raine,13/08/2016,1.9,3008.0,4.0,2.0,2.0,0.0,,,Melbourne,-37.8141,144.9387,Southern Metropolitan,4707.0
142,Docklands,1,u,360000.0,VB,RT,10/12/2016,1.9,3008.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.8133,144.9433,Southern Metropolitan,4707.0
143,Footscray,2,u,305000.0,PI,Burnham,4/03/2017,6.4,3011.0,2.0,1.0,1.0,47.0,35.0,2013.0,Maribyrnong,-37.8014,144.8959,Western Metropolitan,7570.0
